//Akitsuki,2009: self+other pain > self 
4	44	31
12	23	62
-48	4	0
-22	-7	-11
-59	-37	31

//Luo,2006: Illegal vs. Legal 
1	-3	60
-49	-29	14
42	-37	15
-48	-17	9
-34	-27	61
-40	-17	57
-30	-8	55
-35	-24	45
21	-7	-8

//Mercadillo,2011: compassion > objects+scenes
54	32	10
42	32	-14
-60	-18	34
-34	-88	4
-42	-72	-10
0	-8	42
-40	24	-2
32	-42	-26
-32	-86	-18

//Michl,2012: Guilt vs. Neutral 
-3	-90	10
-12	-95	-14
-15	-88	-8
3	-78	4
3	-76	1
-24	-92	-11
24	-76	-35
-31	-76	-29
-54	-55	13
-51	-19	1
-60	-34	1
-60	-10	-8
54	5	-11
-45	10	14
-54	17	22
-45	-4	53
-51	5	11
-6	54	43
18	47	43

//Moll,2001: Moral vs. Factual Judgments 
-28	57	19
-35	41	8
-12	-57	26
-22	-14	1
41	56	13
54	7	-21
-47	-60	15
4	54	3
26	-71	-25
44	-56	-26

//Moll,2002a: Moral vs Neutral Sentences 
-10	46	-12
-33	19	-23
-47	-40	-2

//Moll,2002b: Moral vs Neutral Pictures 
6	55	-1
8	41	17
17	42	-7
17	-11	-6
-16	-10	-5
47	5	-12
45	-63	5
-45	-70	6
40	-45	-14
-38	-44	-17
10	-55	43
-40	-77	-18

//Moll,2005: Indignation vs. Neutral 
53	25	10
-46	16	22
-33	56	6
-8	60	26
3	21	-11
-13	22	-10
-22	24	-9
23	27	-7
-12	36	-9
5	-7	-2
-27	11	-18
-32	-15	0
62	-13	-11
-41	-10	-24
14	-79	-39
-23	-78	-41

//Parkinson,2011: Harmful vs. Neutral Scenarios 
-14	17	55
-4	32	31
5	52	25
-29	32	38
23	50	31
-44	-56	16

//Prehn,2008: Socio-normative Judgments vs. Neutral
-8	42	-18
-40	28	-22
-42	12	-38
-64	-12	-28
50	10	-34
-50	-68	34
32	70	0
-14	-74	50
20	-68	52
46	-38	48
42	-82	8
-62	-56	42
-36	-68	42

//Reniers,2012: Moral vs Nonmoral Decision Making 
-28	29	35
-4	47	16
-8	51	5
-55	-41	43
-4	-37	46
-51	-45	35
-28	-74	-10
0	-60	-27
12	-71	-17

//Robertson,2007: Moral(care,justice) vs. Neutral
6	-49	30
-30	-20	19
2	48	29
-59	-50	14
65	-52	14

//Schleim,2010: Moral > neutral
-5	46	38
-35	8	50
-45	-56	19
-34	-58	23
-3	-59	25
34	-62	-37

//Sinke,2009: Threat vs. Tease
-46	-68	4
45	-65	1
-39	-44	-15
37	-43	-13
-50	-41	17
50	-38	14
-18	-6	-16
18	-5	-16

//Sommer,2010: Moral Conflicts vs. Neutral Conflicts
0	52	36
-42	-66	22
50	14	-28
6	-60	38
60	22	18
10	-4	6

//Takahashi,2004: Guilt vs. Neutral
-6	-95	12
2	-85	6
-16	49	9
4	57	16
-44	-61	20

//Takahashi,2008: Moral depravity Judgment vs. Neutral
6	58	14
-54	-64	30

//Wagner,2011: guilt > neutral
0	-62	30
-16	58	24
0	60	16
-36	12	-22
-48	-60	26
-66	-14	-14
42	6	-42
-46	8	-40
2	-84	-2
0	-48	-6
6	52	8
38	-24	24
54	-26	20
52	-46	26
56	-34	8
-34	-32	-4
-26	10	8
34	26	-16
0	50	34
-14	-10	68
24	14	40
-34	10	38
30	-44	-4
30	0	12
